instance_id,name,value,CatofInt,condition,ref_cat
532,describeShape0001,Someone sitting cross-legged with their arms up,yoga,W. Conf.,yoga
532,describeShape0001,It looks like someone doing yoga. A person making one of the yoga poses.,yoga,W. Conf.,yoga
532,describeShape0001,someone on their back bouncing a ball in the air,ball,W. Conf.,yoga
532,describeShape0001,A yoga pose or sitting 'Indian style' on knees,yoga,W. Conf.,yoga
532,describeShape0001,two opposing car gaming chairs and a ball,car+ball,W. Conf.,yoga
532,describeShape0001,people kicking a ball up,ball,W. Conf.,yoga
532,describeShape0001,yoga,yoga,W. Conf.,yoga
532,describeShape0001,yoga,yoga,W. Conf.,yoga
532,describeShape0001,A high sun risr,sunrise,W. Conf.,yoga
532,describeShape0001,yoga with arms way up,yoga,W. Conf.,yoga
532,describeShape0001,person doing yoga,yoga,W. Conf.,yoga
532,describeShape0001,Y,y,W. Conf.,yoga
532,describeShape0001,A ball in the air.,ball,W. Conf.,yoga
538,describeShape0001,Venus fly trap,venus fly trap,W. Conf.,yoga
538,describeShape0001,yoga,yoga,W. Conf.,yoga
538,describeShape0001,crocodile leaping,crocodile,W. Conf.,yoga
538,describeShape0001,Two biceps and a circle above,bicep,W. Conf.,yoga
538,describeShape0001,yoga,yoga,W. Conf.,yoga
538,describeShape0001,someone doing yoga,yoga,W. Conf.,yoga
538,describeShape0001,V-shape thing with a dot head.,v-dot,W. Conf.,yoga
538,describeShape0001,yoga,yoga,W. Conf.,yoga
538,describeShape0001,It looks like a yoga pose or someone sitting cross legged.,yoga,W. Conf.,yoga
538,describeShape0001,like a tuxedo,tuxedo,W. Conf.,yoga
538,describeShape0001,This is arms up,arms up ,W. Conf.,yoga
538,describeShape0001,child,child,W. Conf.,yoga
538,describeShape0001,It looks like a person sitting down,yoga,W. Conf.,yoga
538,describeShape0001,Yoga,yoga,W. Conf.,yoga
526,describeShape0001,It looks like an individual performing a yoga maneuver.,yoga,W. Conf.,yoga
526,describeShape0001,man with arms up,yoga,W. Conf.,yoga
526,describeShape0001,a person reading,reading,W. Conf.,yoga
526,describeShape0001,yoga,yoga,W. Conf.,yoga
526,describeShape0001,A shark attacking something.,shark,W. Conf.,yoga
526,describeShape0001,A person with their hands stretched up,yoga,W. Conf.,yoga
526,describeShape0001,A yoga pose,yoga,W. Conf.,yoga
526,describeShape0001,elevation,yoga,W. Conf.,yoga
526,describeShape0001,Praying or yoga,yoga,W. Conf.,yoga
526,describeShape0001,yoga,yoga,W. Conf.,yoga
526,describeShape0001,A person sitting.,yoga,W. Conf.,yoga
526,describeShape0001,A person doing yoga,yoga,W. Conf.,yoga
532,describeShape0001,scissors,scissor,W. Conf.,yoga
519,describeShape0001,Tall kidneys,kidney,W. Conf.,yoga
519,describeShape0001,"It looks like an x with a dot on top. I used ""xdot"" or ""yoga"".",yoga,W. Conf.,yoga
519,describeShape0001,jumping,jumping,W. Conf.,yoga
519,describeShape0001,scissors,scissor,W. Conf.,yoga
519,describeShape0001,Tall large person,yoga,W. Conf.,yoga
519,describeShape0001,piranha,piranha,W. Conf.,yoga
519,describeShape0001,stretching,yoga,W. Conf.,yoga
519,describeShape0001,clown with big feet,clown,W. Conf.,yoga
519,describeShape0001,An animal taking a bite.,animal,W. Conf.,yoga
519,describeShape0001,An x with a dot above it.,x dot ,W. Conf.,yoga
519,describeShape0001,Scissors about to cut a ball,scissor,W. Conf.,yoga
519,describeShape0001,A cup with a ball floating over it,ball ,W. Conf.,yoga
508,describeShape0304,bowtie,bowtie,W. Conf.,bowtie
508,describeShape0304,ball and butterfly,butterfly,W. Conf.,bowtie
508,describeShape0304,Hands,hands,W. Conf.,bowtie
508,describeShape0304,It looks like someone praying or reading a book.,reading,W. Conf.,bowtie
508,describeShape0304,someone reading a book,reading,W. Conf.,bowtie
508,describeShape0304,bowtie,bowtie,W. Conf.,bowtie
508,describeShape0304,It looks like a butterfly,butterfly,W. Conf.,bowtie
508,describeShape0304,A fly with a sort of detached head,fly,W. Conf.,bowtie
508,describeShape0304,a person reading,reading,W. Conf.,bowtie
508,describeShape0304,"Butterfly, bowtie or someone reading a book.",bowtie,W. Conf.,bowtie
508,describeShape0304,A dragonfly and a floating orb,dragonfly,W. Conf.,bowtie
532,describeShape0304,A very large bow tie or a moth below a marble,bowtie,W. Conf.,bowtie
532,describeShape0304,It looks like a person reading a book.,reading,W. Conf.,bowtie
532,describeShape0304,moth or butterfly,butterfly,W. Conf.,bowtie
532,describeShape0304,Either a bowtie or a moth (or insect with wings),bowtie,W. Conf.,bowtie
532,describeShape0304,dragonfly,dragonfly,W. Conf.,bowtie
532,describeShape0304,person reading a book,reading,W. Conf.,bowtie
532,describeShape0304,bow tie,bowtie,W. Conf.,bowtie
532,describeShape0304,sunrise,sunrise,W. Conf.,bowtie
532,describeShape0304,A bowtie,bowtie,W. Conf.,bowtie
532,describeShape0304,a bowtie,bowtie,W. Conf.,bowtie
532,describeShape0304,person reading a book,reading,W. Conf.,bowtie
532,describeShape0304,wings,wings,W. Conf.,bowtie
532,describeShape0304,A fly,fly,W. Conf.,bowtie
538,describeShape0304,Bowtie with a button above it,bowtie,W. Conf.,bowtie
538,describeShape0304,prayer,prayer,W. Conf.,bowtie
538,describeShape0304,moth,moth,W. Conf.,bowtie
538,describeShape0304,Butterfly,butterfly,W. Conf.,bowtie
538,describeShape0304,Bowtie,bowtie,W. Conf.,bowtie
538,describeShape0304,bowtie,bowtie,W. Conf.,bowtie
538,describeShape0304,Bowtie,bowtie,W. Conf.,bowtie
538,describeShape0304,bowtie,bowtie,W. Conf.,bowtie
538,describeShape0304,This resembles an open book.,book,W. Conf.,bowtie
538,describeShape0304,an angel with wings,angel,W. Conf.,bowtie
538,describeShape0304,A bowtie,bowtie,W. Conf.,bowtie
538,describeShape0304,wings,wings,W. Conf.,bowtie
538,describeShape0304,It looks like a bowtie,bowtie,W. Conf.,bowtie
538,describeShape0304,Mask or Dragonfly,dragonfly,W. Conf.,bowtie
526,describeShape0304,This one looks like a bowtie,bowtie,W. Conf.,bowtie
526,describeShape0304,a moth,moth,W. Conf.,bowtie
526,describeShape0304,a hawk flying,hawk,W. Conf.,bowtie
526,describeShape0304,bow tie,bowtie,W. Conf.,bowtie
526,describeShape0304,A bowtie or a smile.,bowtie,W. Conf.,bowtie
526,describeShape0304,A bowtie,bowtie,W. Conf.,bowtie
526,describeShape0304,A moth/bee,moth,W. Conf.,bowtie
526,describeShape0304,elevated,elevated,W. Conf.,bowtie
526,describeShape0304,A butterfly or bowtie,bowtie,W. Conf.,bowtie
508,describeShape0304,Butterfly,butterfly,W. Conf.,bowtie
508,describeShape0304,Bird,bird,W. Conf.,bowtie
508,describeShape0304,A person praying,prayer,W. Conf.,bowtie
526,describeShape0304,bowtie,bowtie,W. Conf.,bowtie
526,describeShape0304,A bowtie.,bowtie,W. Conf.,bowtie
526,describeShape0304,Someone reading a book,reading,W. Conf.,bowtie
532,describeShape0304,bowtie,bowtie,W. Conf.,bowtie
519,describeShape0304,Butterfly,butterfly,W. Conf.,bowtie
519,describeShape0304,"This looks like a bowtie or a wingnut, I used ""bowtie""",bowtie,W. Conf.,bowtie
519,describeShape0304,book,book,W. Conf.,bowtie
519,describeShape0304,a floating chair,chai,W. Conf.,bowtie
519,describeShape0304,person reading a large book,book,W. Conf.,bowtie
519,describeShape0304,reading,reading,W. Conf.,bowtie
519,describeShape0304,reading,reading,W. Conf.,bowtie
519,describeShape0304,someone reading a book.,book,W. Conf.,bowtie
519,describeShape0304,someone reading a book or something with wings,book,W. Conf.,bowtie
519,describeShape0304,A bowtie,bowtie,W. Conf.,bowtie
519,describeShape0304,A lady in a dress with her legs together.,dress,W. Conf.,bowtie
519,describeShape0304,A moth with a ball over it,moth,W. Conf.,bowtie
508,describeShape0563,crab,crab,W. Conf.,sumo
508,describeShape0563,crab,crab,W. Conf.,sumo
508,describeShape0563,Crab,crab,W. Conf.,sumo
508,describeShape0563,"It looks like a crab to me, maybe with a head though.",crab,W. Conf.,sumo
508,describeShape0563,crab,crab,W. Conf.,sumo
508,describeShape0563,a crab,crab,W. Conf.,sumo
508,describeShape0563,It looks like a crab,crab,W. Conf.,sumo
508,describeShape0563,A sumo squatting down with their arms up,sumo,W. Conf.,sumo
508,describeShape0563,crab,crab,W. Conf.,sumo
508,describeShape0563,Sumo wrestler.,sumo,W. Conf.,sumo
508,describeShape0563,A person in a crab pose,sumo,W. Conf.,sumo
532,describeShape0563,crab,crab,W. Conf.,sumo
532,describeShape0563,It looks like a hermit crab.,crab,W. Conf.,sumo
532,describeShape0563,crab,crab,W. Conf.,sumo
532,describeShape0563,A crab,crab,W. Conf.,sumo
532,describeShape0563,sumo wrestler,sumo,W. Conf.,sumo
532,describeShape0563,woman crawling,sumo,W. Conf.,sumo
532,describeShape0563,crab,crab,W. Conf.,sumo
532,describeShape0563,crab,crab,W. Conf.,sumo
532,describeShape0563,A crab,crab,W. Conf.,sumo
532,describeShape0563,a crab,crab,W. Conf.,sumo
532,describeShape0563,a crab,crab,W. Conf.,sumo
532,describeShape0563,sumo,sumo,W. Conf.,sumo
532,describeShape0563,A Sumo,sumo,W. Conf.,sumo
475,describeShape0563,crab,crab,W. Conf.,sumo
475,describeShape0563,Crab,crab,W. Conf.,sumo
475,describeShape0563,To me it looks like a crab with its pinchers in the air,crab,W. Conf.,sumo
475,describeShape0563,crab,crab,W. Conf.,sumo
475,describeShape0563,Crab,crab,W. Conf.,sumo
475,describeShape0563,a crab,crab,W. Conf.,sumo
475,describeShape0563,"To me, it looks like a crab.",crab,W. Conf.,sumo
538,describeShape0563,Crab,crab,W. Conf.,sumo
538,describeShape0563,spider,spider,W. Conf.,sumo
538,describeShape0563,crab,crab,W. Conf.,sumo
538,describeShape0563,A crab,crab,W. Conf.,sumo
538,describeShape0563,Crab,crab,W. Conf.,sumo
538,describeShape0563,a crab,crab,W. Conf.,sumo
538,describeShape0563,Crab,crab,W. Conf.,sumo
538,describeShape0563,lifting,sumo,W. Conf.,sumo
538,describeShape0563,This looks like a crab.,crab,W. Conf.,sumo
538,describeShape0563,like an octopus,octopus,W. Conf.,sumo
538,describeShape0563,A crab,crab,W. Conf.,sumo
538,describeShape0563,crab,crab,W. Conf.,sumo
538,describeShape0563,It looks like a crab,crab,W. Conf.,sumo
538,describeShape0563,Crab,crab,W. Conf.,sumo
475,describeShape0563,Crab,crab,W. Conf.,sumo
475,describeShape0563,crab,crab,W. Conf.,sumo
475,describeShape0563,Couch,couch,W. Conf.,sumo
526,describeShape0563,It looks like a crab,crab,W. Conf.,sumo
526,describeShape0563,a crab,crab,W. Conf.,sumo
526,describeShape0563,a crab,crab,W. Conf.,sumo
526,describeShape0563,sumo,sumo,W. Conf.,sumo
526,describeShape0563,A crab walking.,crab,W. Conf.,sumo
526,describeShape0563,A Crab,crab,W. Conf.,sumo
526,describeShape0563,A crab,crab,W. Conf.,sumo
526,describeShape0563,down,down,W. Conf.,sumo
526,describeShape0563,A crab,crab,W. Conf.,sumo
475,describeShape0563,A person looking up into the camera with arms outstretched and legs apart.,sumo,W. Conf.,sumo
475,describeShape0563,sumo wrestler,sumo,W. Conf.,sumo
508,describeShape0563,Squat,sumo,W. Conf.,sumo
508,describeShape0563,Sumo wrestler,sumo,W. Conf.,sumo
508,describeShape0563,Crab,crab,W. Conf.,sumo
526,describeShape0563,crab,crab,W. Conf.,sumo
526,describeShape0563,A person squatting.,sumo,W. Conf.,sumo
526,describeShape0563,A sumo wrestler,sumo,W. Conf.,sumo
532,describeShape0563,crab,crab,W. Conf.,sumo
519,describeShape0563,Sumo wrestler,sumo,W. Conf.,sumo
519,describeShape0563,"It looks like a crab to me, I used ""crab""",crab,W. Conf.,sumo
519,describeShape0563,crab,crab,W. Conf.,sumo
519,describeShape0563,squid,squid,W. Conf.,sumo
519,describeShape0563,crab,crab,W. Conf.,sumo
519,describeShape0563,crab,crab,W. Conf.,sumo
519,describeShape0563,meditating,meditate,W. Conf.,sumo
519,describeShape0563,sumo wrestler,sumo,W. Conf.,sumo
519,describeShape0563,A crab,crab,W. Conf.,sumo
519,describeShape0563,A crab,crab,W. Conf.,sumo
519,describeShape0563,The crabs from that viral crab music video,crab,W. Conf.,sumo
519,describeShape0563,A person doing squats,sumo,W. Conf.,sumo
508,describeShape0959,rabbit,rabbit,W. Conf.,twins
508,describeShape0959,twin,twins,W. Conf.,twins
508,describeShape0959,Boy,boy,W. Conf.,twins
508,describeShape0959,Two girls hugging,hug,W. Conf.,twins
508,describeShape0959,two people hugging,hug,W. Conf.,twins
508,describeShape0959,pikachu,pikachu,W. Conf.,twins
508,describeShape0959,It looks like a rabbit,rabbit,W. Conf.,twins
508,describeShape0959,a pair of pliers or tongs,pliers,W. Conf.,twins
508,describeShape0959,scissors,scissors,W. Conf.,twins
508,describeShape0959,Silhouette of someone on their knees with hands extended upwards.,person,W. Conf.,twins
508,describeShape0959,Like two people hugging,hug,W. Conf.,twins
532,describeShape0959,Two people hugging,hug,W. Conf.,twins
532,describeShape0959,It looks like a bunny rabbit sitting down.,rabbit,W. Conf.,twins
532,describeShape0959,rabbit,rabbit,W. Conf.,twins
532,describeShape0959,A helix or snakes wrapped around each other,helix,W. Conf.,twins
532,describeShape0959,cartoon rabbit,rabbit,W. Conf.,twins
532,describeShape0959,2 people hugging,hug,W. Conf.,twins
532,describeShape0959,bunny,rabbit,W. Conf.,twins
532,describeShape0959,dancing,dancing,W. Conf.,twins
532,describeShape0959,A bunny,rabbit,W. Conf.,twins
532,describeShape0959,someone with their arms way up,person,W. Conf.,twins
532,describeShape0959,a slim bunny,bunny ,W. Conf.,twins
532,describeShape0959,kneeling,kneeling,W. Conf.,twins
532,describeShape0959,Pair of pliers,pliers,W. Conf.,twins
538,describeShape0959,Pliers,pliers,W. Conf.,twins
538,describeShape0959,bunny,rabbit,W. Conf.,twins
538,describeShape0959,rabbit,rabbit,W. Conf.,twins
538,describeShape0959,An ant face,ant,W. Conf.,twins
538,describeShape0959,Twins,twins,W. Conf.,twins
538,describeShape0959,twins,twins,W. Conf.,twins
538,describeShape0959,Conjoined twins,twins,W. Conf.,twins
538,describeShape0959,twins,twins,W. Conf.,twins
538,describeShape0959,This looks like two people hugging.,twins,W. Conf.,twins
538,describeShape0959,bunny ears,rabbit,W. Conf.,twins
538,describeShape0959,Twins,twins,W. Conf.,twins
538,describeShape0959,alien,alien,W. Conf.,twins
538,describeShape0959,It looks like a vase.,vase,W. Conf.,twins
538,describeShape0959,Twins,twins,W. Conf.,twins
526,describeShape0959,This one could be a bunny or a rabbit.,rabbit,W. Conf.,twins
526,describeShape0959,a rabbit,rabbit,W. Conf.,twins
526,describeShape0959,two people face to face,twins,W. Conf.,twins
526,describeShape0959,twins,twins,W. Conf.,twins
526,describeShape0959,A vibrator or twins.,twins,W. Conf.,twins
526,describeShape0959,A bunny,rabbit,W. Conf.,twins
526,describeShape0959,A rabbit,rabbit,W. Conf.,twins
526,describeShape0959,up raising,up raising,W. Conf.,twins
526,describeShape0959,Bunny ears,rabbit,W. Conf.,twins
508,describeShape0959,Kissing,kissing,W. Conf.,twins
508,describeShape0959,Rabbit,rabbit,W. Conf.,twins
508,describeShape0959,A bunny,rabbit,W. Conf.,twins
526,describeShape0959,people,twins,W. Conf.,twins
526,describeShape0959,An animal with tall ears.,animal,W. Conf.,twins
526,describeShape0959,Someone doing a high five,high five,W. Conf.,twins
532,describeShape0959,pliers,pliers,W. Conf.,twins
519,describeShape0959,Shark,shark,W. Conf.,twins
519,describeShape0959,"This looks like a pair of pliers, I used ""pliers""",pliers,W. Conf.,twins
519,describeShape0959,hugging,hug,W. Conf.,twins
519,describeShape0959,twins,twins,W. Conf.,twins
519,describeShape0959,pliers,pliers,W. Conf.,twins
519,describeShape0959,twins,twins,W. Conf.,twins
519,describeShape0959,hugging,hug,W. Conf.,twins
519,describeShape0959,standing tall,standing,W. Conf.,twins
519,describeShape0959,two people hugging,hug,W. Conf.,twins
519,describeShape0959,Rabbit ears,rabbit,W. Conf.,twins
519,describeShape0959,Two people hugging. Or pliers.,hug,W. Conf.,twins
519,describeShape0959,Two people joined at the waist... face to face.,twins,W. Conf.,twins
508,describeShape1099,fish,whale,W. Conf.,whale
508,describeShape1099,whale,whale,W. Conf.,whale
508,describeShape1099,Face,face,W. Conf.,whale
508,describeShape1099,A pelvic bone or cow skull.,cow,W. Conf.,whale
508,describeShape1099,an orca,whale,W. Conf.,whale
508,describeShape1099,whale,whale,W. Conf.,whale
508,describeShape1099,It looks like someone with a hood on,person,W. Conf.,whale
508,describeShape1099,A whale like an orca or something,whale,W. Conf.,whale
508,describeShape1099,whale,whale,W. Conf.,whale
508,describeShape1099,"Whale, fish, etc.",whale,W. Conf.,whale
508,describeShape1099,An aerial shot of a whale,whale,W. Conf.,whale
532,describeShape1099,"After the game, all I see is a whale",whale,W. Conf.,whale
532,describeShape1099,It looks like a whale from an aerial view or praying hands.,whale,W. Conf.,whale
532,describeShape1099,clamp,clamp,W. Conf.,whale
532,describeShape1099,A glowstone or some form of lamp. Possibly a lighthouse light.,lamp,W. Conf.,whale
532,describeShape1099,Orca,whale,W. Conf.,whale
532,describeShape1099,lots of thinks a keyhole a fish a whale,whale,W. Conf.,whale
532,describeShape1099,fish,whale,W. Conf.,whale
532,describeShape1099,keyhole,keyhole,W. Conf.,whale
532,describeShape1099,A whale,whale,W. Conf.,whale
532,describeShape1099,rocket ship,ship,W. Conf.,whale
532,describeShape1099,a whale,whale,W. Conf.,whale
532,describeShape1099,praying,praying,W. Conf.,whale
532,describeShape1099,Lava lamp,lamp,W. Conf.,whale
538,describeShape1099,A whale,whale,W. Conf.,whale
538,describeShape1099,whale,whale,W. Conf.,whale
538,describeShape1099,pen,pen,W. Conf.,whale
538,describeShape1099,labia,labia,W. Conf.,whale
538,describeShape1099,Whale,whale,W. Conf.,whale
538,describeShape1099,whale,whale,W. Conf.,whale
538,describeShape1099,Fish,whale,W. Conf.,whale
538,describeShape1099,whale,whale,W. Conf.,whale
538,describeShape1099,This looks like a whale.,whale,W. Conf.,whale
538,describeShape1099,this looks like a skull or atrifact,skull,W. Conf.,whale
538,describeShape1099,Whale,whale,W. Conf.,whale
538,describeShape1099,whale,whale,W. Conf.,whale
538,describeShape1099,It looks like a vagina.,vagina,W. Conf.,whale
538,describeShape1099,Animal head,whale,W. Conf.,whale
526,describeShape1099,This is definitely a whale.,whale,W. Conf.,whale
526,describeShape1099,a whale,whale,W. Conf.,whale
526,describeShape1099,whale,whale,W. Conf.,whale
526,describeShape1099,whale,whale,W. Conf.,whale
526,describeShape1099,Hair straightener.,hair straightener,W. Conf.,whale
526,describeShape1099,A whale,whale,W. Conf.,whale
526,describeShape1099,A Whale,whale,W. Conf.,whale
526,describeShape1099,praying,praying,W. Conf.,whale
526,describeShape1099,A whale,whale,W. Conf.,whale
508,describeShape1099,whale,whale,W. Conf.,whale
508,describeShape1099,Whale,whale,W. Conf.,whale
508,describeShape1099,A whale,whale,W. Conf.,whale
526,describeShape1099,whale,whale,W. Conf.,whale
526,describeShape1099,A whale.,whale,W. Conf.,whale
526,describeShape1099,A whale,whale,W. Conf.,whale
532,describeShape1099,whale,whale,W. Conf.,whale
519,describeShape1099,Whale,whale,W. Conf.,whale
519,describeShape1099,"This looks like a shark or a whale, I used ""shark"" or ""whale""",whale,W. Conf.,whale
519,describeShape1099,whale,whale,W. Conf.,whale
519,describeShape1099,kissing people,people,W. Conf.,whale
519,describeShape1099,whale/fish,whale,W. Conf.,whale
519,describeShape1099,torpedo,torpedo,W. Conf.,whale
519,describeShape1099,whale,whale,W. Conf.,whale
519,describeShape1099,fish,whale,W. Conf.,whale
519,describeShape1099,a scoop or a spoon,spoon,W. Conf.,whale
519,describeShape1099,A whale,whale,W. Conf.,whale
519,describeShape1099,A fish or whale,whale,W. Conf.,whale
519,describeShape1099,An Orca whale,whale,W. Conf.,whale
532,describeShape1488,Two people back-to-back over a ball,person-ball,W. Conf.,tent
532,describeShape1488,It looks like a downward facing dog yoga pose.,yoga,W. Conf.,tent
532,describeShape1488,ball under  an x type shape,x,W. Conf.,tent
532,describeShape1488,"Either a tent, a hippo mouth eating food, or legs of a child playing with a ball.",tent,W. Conf.,tent
532,describeShape1488,two people with their backs leaning against eachother and a ball,person-ball,W. Conf.,tent
532,describeShape1488,2 people leaning back to back over a ball,person-ball,W. Conf.,tent
532,describeShape1488,butterfly,butterfly,W. Conf.,tent
532,describeShape1488,tent,tent,W. Conf.,tent
532,describeShape1488,A wide tent,tent,W. Conf.,tent
532,describeShape1488,a tent with a ball in the middle,tent,W. Conf.,tent
532,describeShape1488,a wide tent,tent,W. Conf.,tent
532,describeShape1488,handstand,person-ball,W. Conf.,tent
532,describeShape1488,Ball falling out of a cup.,ball,W. Conf.,tent
538,describeShape1488,Upside down mouth eating,mouth,W. Conf.,tent
538,describeShape1488,bow,bow,W. Conf.,tent
538,describeShape1488,crocodile diving,crocodile,W. Conf.,tent
538,describeShape1488,dragon eating a marble,dragon,W. Conf.,tent
538,describeShape1488,Bell,bell,W. Conf.,tent
538,describeShape1488,bell,bell,W. Conf.,tent
538,describeShape1488,X-shape with dot,x,W. Conf.,tent
538,describeShape1488,ball,ball,W. Conf.,tent
538,describeShape1488,This looks like two people resting their backs against each other.,person,W. Conf.,tent
538,describeShape1488,i think it looks like bells... but ribbon... or somethign EATING would work too,bells,W. Conf.,tent
538,describeShape1488,Legs,legs,W. Conf.,tent
538,describeShape1488,lowdot,lowdot,W. Conf.,tent
538,describeShape1488,It looks like a person upside down,upside down,W. Conf.,tent
538,describeShape1488,Bell,bell,W. Conf.,tent
526,describeShape1488,This could have been a tent.,tent,W. Conf.,tent
526,describeShape1488,a tent,tent,W. Conf.,tent
526,describeShape1488,tent,tent,W. Conf.,tent
526,describeShape1488,tent,tent,W. Conf.,tent
526,describeShape1488,Scissors,scissors,W. Conf.,tent
526,describeShape1488,A tent,tent,W. Conf.,tent
526,describeShape1488,A bow,bow,W. Conf.,tent
526,describeShape1488,dominant,dominant,W. Conf.,tent
526,describeShape1488,A headstand,person,W. Conf.,tent
526,describeShape1488,tent,tent,W. Conf.,tent
526,describeShape1488,two people leaning on each other.  or kinda sorta a tent.,tent,W. Conf.,tent
526,describeShape1488,A person doing a handstand,person,W. Conf.,tent
532,describeShape1488,bolo tie,bow tie,W. Conf.,tent
519,describeShape1488,Tent,tent,W. Conf.,tent
519,describeShape1488,"This looks like some sort of Japanese letter, I think I used ""lowdot"" for this one.",lowdot,W. Conf.,tent
519,describeShape1488,tent,tent,W. Conf.,tent
519,describeShape1488,upside down scissors,scissors,W. Conf.,tent
519,describeShape1488,tent,tent,W. Conf.,tent
519,describeShape1488,downard facing,person,W. Conf.,tent
519,describeShape1488,golf clubs,golf,W. Conf.,tent
519,describeShape1488,tent,tent,W. Conf.,tent
519,describeShape1488,a tent with a ball in front or someone kicking a ball,tent,W. Conf.,tent
519,describeShape1488,Two people leaning,person,W. Conf.,tent
519,describeShape1488,Scissors about to cut a ball,scissors-ball,W. Conf.,tent
519,describeShape1488,"Two people, back to back over a soccer ball",person-ball,W. Conf.,tent
707,describeShape0001,Yoga,yoga,No Conf.,yoga
707,describeShape0001,weight lifter,lifter,No Conf.,yoga
707,describeShape0001,someone doing yoga,yoga,No Conf.,yoga
707,describeShape0001,Standing with arms spread,person,No Conf.,yoga
707,describeShape0001,A split penis,penis,No Conf.,yoga
707,describeShape0001,Scissors,scissors,No Conf.,yoga
707,describeShape0001,This shape looks like a person raising their arms and their sleeves hanging down below their wrists.,person,No Conf.,yoga
707,describeShape0001,an x,x,No Conf.,yoga
707,describeShape0001,Scissors,scissors,No Conf.,yoga
707,describeShape0001,An open flower,flower,No Conf.,yoga
707,describeShape0001,Someone stretching,yoga,No Conf.,yoga
707,describeShape0001,spread legs,yoga,No Conf.,yoga
707,describeShape0001,fatman,fatman,No Conf.,yoga
707,describeShape0001,worship,worship,No Conf.,yoga
707,describeShape0001,Flex,flex,No Conf.,yoga
707,describeShape0001,Butterfly,butterfly,No Conf.,yoga
707,describeShape0001,Karate Person,person,No Conf.,yoga
707,describeShape0001,Someone reading a book,reading,No Conf.,yoga
707,describeShape0001,X with High Ball,ball,No Conf.,yoga
707,describeShape0001,TREE WITH SUNSET,sunset,No Conf.,yoga
707,describeShape0001,Eating a ball,ball,No Conf.,yoga
707,describeShape0001,the shape is a X with a circle above it. ,dot,No Conf.,yoga
707,describeShape0001,Reaching up in yoga. Sitting on ground.,yoga,No Conf.,yoga
707,describeShape0001,a strong arm,arn,No Conf.,yoga
708,describeShape0001,A person sitting indian style and shrugging.,yoga,No Conf.,yoga
